locationid,Applicant,FacilityType,LocationDescription,Address,blocklot,block,lot,permit,Status,FoodItems,Location,Zip Codes
1535607,Wu Wei LLC dba MoBowl,Truck,WASHINGTON ST: THE EMBARCADERO to DRUMM ST (1 - 99),370 DRUMM ST,201012,201,12,21MFF-00076,APPROVED,Various types of meat: veggie: and seafood bowls.,"(37.79691371248354, -122.39665067526364)",28860
1535606,Wu Wei LLC dba MoBowl,Truck,STEUART LN: HOWARD ST \ STEUART ST to END (200 - 299),75 HOWARD ST,3741031,3741,31,21MFF-00076,APPROVED,Various types of meat: veggie: and seafood bowls.,"(37.79155786415492, -122.39167149978557)",28855
1512230,"Chairman SF, LLC",Truck,ELLIS ST: 04TH ST \ MARKET ST \ STOCKTON ST to POWELL ST (1 - 99),34 ELLIS ST,307008,307,8,21MFF-00020,APPROVED,Baos: bowls & drinks,"(37.78756516537884, -122.40959283347962)",28852
1515854,Philz Coffee Truck,Truck,MONTGOMERY ST: COLUMBUS AVE \ WASHINGTON ST to JACKSON ST (700 - 799),735 MONTGOMERY ST,195001,195,1,21MFF-00053,APPROVED,Hot coffee: iced coffee: hot chocolate: tea: pastries,"(37.79621549659414, -122.40375455824538)",28860
1515852,Philz Coffee Truck,Truck,CALIFORNIA ST: SANSOME ST to LEIDESDORFF ST (400 - 448),401 CALIFORNIA ST,260001,260,1,21MFF-00053,APPROVED,Hot coffee: iced coffee: hot chocolate: tea: pastries,"(37.79279574157871, -122.40135328093122)",28854
1515848,Papalote Inc.,Truck,01ST ST: HOWARD ST to TEHAMA ST (200 - 231),505 HOWARD ST,3736183,3736,183,21MFF-00052,APPROVED,Mexican; Burritos: Burrito Bowls: Salads,"(37.78798864899528, -122.39610066847152)",28855
1515705,San Pancho's Tacos,Truck,CAPITOL AVE: DE MONTFORT AVE to OCEAN AVE (1200 - 1299),1271 CAPITOL AVE,6935001,6935,1,21MFF-00044,APPROVED,Tacos: Burritos: Quesadillas: Tortas: Nachos: Hot Dogs:Soda: Water: Fruit Drinks,"(37.724297778527635, -122.45937730954839)",28861
1512232,"Chairman SF, LLC",Truck,02ND ST: BRANNAN ST to TOWNSEND ST (600 - 699),625 02ND ST,3789007,3789,7,21MFF-00021,APPROVED,Baos: bowls & drinks,"(37.78168897534514, -122.39106181728661)",28856
1515849,Papalote Inc.,Truck,SPEAR ST: MARKET ST to MISSION ST (1 - 99),60 SPEAR ST,3712023,3712,23,21MFF-00052,APPROVED,Mexican; Burritos: Burrito Bowls: Salads,"(37.792535988431084, -122.39459319923499)",28855
1515855,La Jefa,Truck,BAY SHORE BLVD: WATERLOO ST to MARENGO ST (501 - 559) -- EAST --,531 BAY SHORE BLVD,5607038,5607,38,21MFF-00054,APPROVED,Tacos: burritos: quesadillas: tortas: nachos (refried beans: cheese sauce: salsa fresca): carnes (beef: chicken: marinated pork: fried pork): canned beans: rice: sodas: horchata drinks.,"(37.738726803987134, -122.40673602990493)",58
1515708,Zuri Food Facilities,Truck,CALIFORNIA ST: LEIDESDORFF ST to MONTGOMERY ST (449 - 499),475 CALIFORNIA ST,260010,260,10,21MFF-00046,APPROVED,Peruvian Food Served Hot,"(37.792346385148, -122.40238532279395)",28854
1515707,Zuri Food Facilities,Truck,02ND ST: STILLMAN ST to BRYANT ST (454 - 499),490 02ND ST,3763007,3763,7,21MFF-00045,APPROVED,Peruvian Food Served Hot,"(37.783046099749996, -122.39406659922962)",28856
1512229,"Chairman SF, LLC",Truck,CALIFORNIA ST: SANSOME ST to LEIDESDORFF ST (400 - 448),400 CALIFORNIA ST,238003,238,3,21MFF-00020,APPROVED,Baos: bowls & drinks,"(0.0, 0.0)",
1514017,Buenafe,Truck,MISSISSIPPI ST: 07TH ST \ 16TH ST to 17TH ST (1 - 99),901 16TH ST,3949001,3949,1,21MFF-00032,APPROVED,Tacos burritos quesadillas tortas pupusas flautas tamales,"(37.76612469442701, -122.39547306227007)",28856
1515851,Philz Coffee Truck,Truck,SUTTER ST: POWELL ST to MASON ST (500 - 599),556 SUTTER ST,284009,284,9,21MFF-00053,APPROVED,Hot coffee: iced coffee: hot chocolate: tea: pastries,"(37.789385451039095, -122.4095912604668)",28857
1515850,Philz Coffee Truck,Truck,PINE ST: BATTERY ST to SANSOME ST (200 - 299),250 PINE ST,261007,261,7,21MFF-00053,APPROVED,Hot coffee: iced coffee: hot chocolate: tea: pastries,"(37.79229559981873, -122.40070689723306)",28854
1515853,Philz Coffee Truck,Truck,MARINA BLVD: LAGUNA ST to BEACH ST \ BUCHANAN ST \ LOWER FORT MASON ST (1 - 99),15 MARINA BLVD,446002,446,2,21MFF-00053,APPROVED,Hot coffee: iced coffee: hot chocolate: tea: pastries,"(37.80457786909011, -122.43301077434302)",57
1515704,San Pancho's Tacos,Truck,BAY SHORE BLVD: CORTLAND AVE to WATERLOO ST (491 - 499) -- EAST --,491 BAY SHORE BLVD,5598008,5598,8,21MFF-00044,APPROVED,Tacos: Burritos: Quesadillas: Tortas: Nachos: Hot Dogs:Soda: Water: Fruit Drinks,"(0.0, 0.0)",
1475235,Buenafe,Truck,EVANS AVE: PHELPS ST to QUINT ST (1600 - 1699),750 PHELPS ST,5280001,5280,1,20MFF-00001,APPROVED,Tacos: Burritos: Quesadillas: Tortas,"(37.73944545286909, -122.39301498669842)",58
1515703,San Pancho's Tacos,Truck,ALEMANY BLVD: SICKLES AVE to I-280 N ON RAMP \ REGENT ST \ SAN JOSE AVE (3101 - 3155) -- SOUTH --,3119 ALEMANY BLVD,7146002,7146,2,21MFF-00044,APPROVED,Tacos: Burritos: Quesadillas: Tortas: Nachos: Hot Dogs:Soda: Water: Fruit Drinks,"(37.71019301997575, -122.4552219061259)",28861
1515709,Zuri Food Facilities,Truck,SPEAR ST: MISSION ST to HOWARD ST (100 - 199),100 SPEAR ST,3717001,3717,1,21MFF-00047,APPROVED,Peruvian Food Served Hot,"(37.792150548481686, -122.39399997405945)",28855
1515710,Zuri Food Facilities,Truck,MARIPOSA ST: ARKANSAS ST to CAROLINA ST (1500 - 1699),1601 MARIPOSA ST,4006005,4006,5,21MFF-00047,APPROVED,Peruvian Food Served Hot,"(0.0, 0.0)",
1535983,Corazon Maya,Truck,MISSION ST: 17TH ST to CLARION ALY (2100 - 2131),2109 MISSION ST,3575091,3575,91,21MFF-00077,REQUESTED,Tacos: Burritos: Quesadillas: Tortas,"(37.76317461963382, -122.41900951477052)",28859
1527279,Casita Vegana,Truck,JOHN MUIR DR: LAKE MERCED BLVD to SKYLINE BLVD (200 - 699),Assessors Block 7283/Lot004,7283004,7283,4,21MFF-00008,APPROVED,Coffee: Vegan Pastries: Vegan Hot Dogs: Vegan Tamales: Te: Vegan Shakes,"(37.72188970870838, -122.4925212449949)",64
1543851,Truly Food & More,Truck,SANSOME ST: PINE ST to CALIFORNIA ST (200 - 299),217 SANSOME ST,260004,260,4,21MFF-00078,REQUESTED,Latin Food: Tacos: Pupusas: Vegetables: Salad: Waters: Sodas,"(37.79238986198323, -122.40126969523558)",28854
1543850,Truly Food & More,Truck,01ST ST: HOWARD ST to TEHAMA ST (200 - 231),505 HOWARD ST,3736183,3736,183,21MFF-00078,REQUESTED,Latin Food: Tacos: Pupusas: Vegetables: Salad: Waters: Sodas,"(37.78798864899528, -122.39610066847152)",28855
1543852,Truly Food & More,Truck,MISSION ST: 02ND ST to NEW MONTGOMERY ST (600 - 634),602 MISSION ST,3707013,3707,13,21MFF-00078,REQUESTED,Latin Food: Tacos: Pupusas: Vegetables: Salad: Waters: Sodas,"(37.78797328321604, -122.40018504988889)",28855
963994,Singh Brothers Ice Cream,Truck,INGALLS ST: GEORGE CT to OAKDALE AVE (1350 - 1399),1309 INGALLS ST,4714002,4714,2,17MFF-0182,REQUESTED,Ice Cream: Pre-Packaged Chips: Candies: Bottled Water & Canned SODA,"(37.730374237862826, -122.38186187865688)",58
1513381,Brazuca Grill,Truck,NEWHALL ST: BITTING AVE to EGBERT AVE (2660 - 2899),2660 NEWHALL ST,5434B004,5434B,4,21MFF-00030,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,"(37.727212173900384, -122.39963625164356)",58
1513357,Brazuca Grill,Truck,26TH ST: MINNESOTA ST to INDIANA ST (1000 - 1099),1090 26TH ST,4293015,4293,15,21MFF-00030,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,"(37.751608413578936, -122.39030948950146)",28856
1513371,Brazuca Grill,Truck,ELM ST: FRANKLIN ST to GOUGH ST (300 - 399),368 ELM ST,761033,761,33,21MFF-00030,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,"(37.7813800275549, -122.42314384550635)",28852
1513365,Brazuca Grill,Truck,ARMSTRONG AVE: HAWES ST to INGALLS ST (1300 - 1399),1315 ARMSTRONG AVE,4851017,4851,17,21MFF-00030,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,"(37.723078757516, -122.38752570401662)",58
1513376,Brazuca Grill,Truck,INDIANA ST: 26TH ST to CESAR CHAVEZ ST (1500 - 1599),1575 INDIANA ST,4317017,4317,17,21MFF-00030,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,"(37.75084960681246, -122.3900276155014)",28856
1513747,MOMO INNOVATION LLC,Truck,MISSION ST: ANNIE ST to 03RD ST (663 - 699),667 MISSION ST,3722067,3722,67,21MFF-00031,APPROVED,Noodles: Meat & Drinks,"(37.7865580501799, -122.40103337534973)",28855
1513369,Brazuca Grill,Truck,DONNER AVE: HAWES ST to INGALLS ST (1300 - 1399),1347 DONNER AVE,4909025,4909,25,21MFF-00030,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,"(37.72145083973351, -122.38935344507568)",58
1515114,BH & MT LLC,Truck,GROVE ST: SCOTT ST to DIVISADERO ST (1200 - 1299),1265 GROVE ST,1202002D,1202,002D,21MFF-00040,APPROVED,Cold Truck: Breakfast: Sandwiches: Salads: Pre-Packaged Snacks: Beverages,"(37.775774368410254, -122.43733160784082)",29492
1515285,FRUITYMANIA,Push Cart,MARKET ST: 04TH ST \ ELLIS ST \ STOCKTON ST to POWELL ST (801 - 863) -- SOUTH --,801 MARKET ST,3705Z001,3705Z,1,21MFF-00043,APPROVED,Fruit Salads: Fruit Drinks: Can Soda: Water,"(37.784990279306456, -122.40567662907203)",28853
1515110,BH & MT LLC,Truck,OTIS ST: GOUGH ST \ MCCOPPIN ST to 13TH ST \ DUBOCE AVE \ HWY 101 NORTHBOUND RAMP \ MISSION ST (100 - 199),170 OTIS ST,3513007,3513,7,21MFF-00040,APPROVED,Cold Truck: Breakfast: Sandwiches: Salads: Pre-Packaged Snacks: Beverages,"(0.0, 0.0)",
1514027,F & C Catering,Truck,25TH ST: MICHIGAN ST to ILLINOIS ST (700 - 799),700 25TH ST,4244004,4244,4,21MFF-00035,APPROVED,Cold Truck: Hot/Cold Sandwiches: Water: Soda: Juice: Snacks: Milk: Candies: Canned Food: Soups: Cup of Noodles: Fruit: Salad,"(37.75338080997486, -122.38636768585714)",28856
1514024,F & C Catering,Truck,,Assessors Block /Lot,,,,21MFF-00035,APPROVED,Cold Truck: Hot/Cold Sandwiches: Water: Soda: Juice: Snacks: Milk: Candies: Canned Food: Soups: Cup of Noodles: Fruit: Salad,"(0.0, 0.0)",
1513358,Brazuca Grill,Truck,03RD ST: MARIPOSA ST to 18TH ST (2001 - 2099) -- EAST --,2085 03RD ST,3994002,3994,2,21MFF-00030,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,"(37.76329905604463, -122.38848230680541)",28856
1513347,Brazuca Grill,Truck,PENNSYLVANIA AVE: I-280 S OFF RAMP to 25TH ST (1050 - 1099),1082 PENNSYLVANIA AVE,4224095,4224,95,21MFF-00030,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,"(37.75336082945507, -122.39304592079775)",28856
1513746,MOMO INNOVATION LLC,Truck,CALIFORNIA ST: BATTERY ST to SANSOME ST (300 - 399),351 CALIFORNIA ST,0261010A,261,010A,21MFF-00031,APPROVED,Noodles: Meat & Drinks,"(37.792870749741496, -122.4007474940767)",28854
1513350,Brazuca Grill,Truck,SHOTWELL ST: 15TH ST to 16TH ST (100 - 199),131 SHOTWELL ST,5501 003,5501,3,21MFF-00030,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,"(37.74793093611294, -122.41519315390947)",28859
1514037,"San Francisco Carts & Concessions, Inc. DBA Stanley's Steamers Hot Dogs",Push Cart,GEARY ST: STOCKTON ST to POWELL ST (200 - 299),251 GEARY ST,314014,314,14,21MFF-00037,APPROVED,Hot dogs: condiments: soft pretzels: soft drinks: coffee: cold beverages: pastries: bakery goods: cookies: ice cream: candy: soups: churros: chestnuts: nuts: fresh fruit: fruit juices: desserts: potato chips and popcorn.,"(37.78717629174164, -122.40739807595821)",28852
1514038,"San Francisco Carts & Concessions, Inc. DBA Stanley's Steamers Hot Dogs",Push Cart,POST ST: STOCKTON ST to POWELL ST (300 - 399),345 STOCKTON ST,295016,295,16,21MFF-00038,APPROVED,Hot dogs: condiments: soft pretzels: soft drinks: coffee: cold beverages: pastries: bakery goods: cookies: ice cream: candy: soups: churros: chestnuts: nuts: fresh fruit: fruit juices: desserts: potato chips and popcorn.,"(37.78891014957045, -122.40719603412224)",28857
1513366,Brazuca Grill,Truck,CESAR CHAVEZ ST: EVANS AVE to KANSAS ST (2100 - 2550),2150 CESAR CHAVEZ ST,4324002,4324,2,21MFF-00030,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,"(37.75023688477907, -122.39781803171861)",28856
1513355,Brazuca Grill,Truck,TEXAS ST: SIERRA ST to 22ND ST (632 - 699),640 TEXAS ST,4101065,4101,65,21MFF-00030,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,"(37.757917056690076, -122.39547585248978)",28856
1513378,Brazuca Grill,Truck,MARIPOSA ST: PENNSYLVANIA AVE to MISSISSIPPI ST (1000 - 1099),1040 MARIPOSA ST,3987012,3987,12,21MFF-00030,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,"(37.76420237830191, -122.39428524233958)",28856
1513360,Brazuca Grill,Truck,03RD ST: 26TH ST to CESAR CHAVEZ ST (3000 - 3098) -- WEST --,3000 03RD ST,4315008,4315,8,21MFF-00030,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,"(37.750464115522504, -122.38790832590168)",28856
1513353,Brazuca Grill,Truck,TENNESSEE ST: 18TH ST to 19TH ST (700 - 799),790 TENNESSEE ST,4043011B,4043,011B,21MFF-00030,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,"(37.761852397504114, -122.38993209325044)",28856
1515117,BH & MT LLC,Truck,MARKET ST: CHURCH ST to 15TH ST (2101 - 2195) -- SOUTH --,2145 MARKET ST,3543003B,3543,003B,21MFF-00040,APPROVED,Cold Truck: Breakfast: Sandwiches: Salads: Pre-Packaged Snacks: Beverages,"(37.7666247727157, -122.42951117634738)",28862
1513346,Brazuca Grill,Truck,PENNSYLVANIA AVE: 22ND ST to 23RD ST (700 - 899),700 PENNSYLVANIA AVE,4167010,4167,10,21MFF-00030,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,"(37.75692365373408, -122.39354961053631)",28856
1515112,BH & MT LLC,Truck,23RD ST: END to ILLINOIS ST (100 - 699),401 23RD ST,4232010,4232,10,21MFF-00040,APPROVED,Cold Truck: Breakfast: Sandwiches: Salads: Pre-Packaged Snacks: Beverages,"(37.755030726766726, -122.38453073422282)",28856
1513348,Brazuca Grill,Truck,22ND ST: MISSISSIPPI ST to TEXAS ST (1255 - 1399),1255 22ND ST,4167009,4167,9,21MFF-00030,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,"(37.75701552445967, -122.39406294711628)",28856
1513362,Brazuca Grill,Truck,03RD ST: MARIN ST to ARTHUR AVE \ CARGO WAY (3201 - 3399) -- EAST --,3305 03RD ST,4502A002,4502A,2,21MFF-00030,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,"(37.74383117213268, -122.37779736896212)",58
1513361,Brazuca Grill,Truck,03RD ST: CESAR CHAVEZ ST to MARIN ST (3100 - 3199),3150 03RD ST,4355006,4355,6,21MFF-00030,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,"(37.74944293760035, -122.38798553250403)",58
1515284,FRUITYMANIA,Push Cart,MARKET ST: 04TH ST \ ELLIS ST \ STOCKTON ST to POWELL ST (800 - 890) -- NORTH --,870 MARKET ST,329005,329,5,21MFF-00042,APPROVED,Fruit Salads: Fruit Drinks: Can Soda: Water,"(37.78511092044776, -122.40742266827704)",28852
1513370,Brazuca Grill,Truck,EDDY ST: BUCHANAN ST to WEBSTER ST (1300 - 1399),1346 EDDY ST,733014,733,14,21MFF-00030,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,"(37.78186711757412, -122.42988524760261)",29490
1514036,"San Francisco Carts & Concessions, Inc. DBA Stanley's Steamers Hot Dogs",Push Cart,GEARY ST: STOCKTON ST to POWELL ST (200 - 299),233 GEARY ST,314001,314,1,21MFF-00036,APPROVED,Hot dogs: condiments: soft pretzels: soft drinks: coffee: cold beverages: pastries: bakery goods: cookies: ice cream: candy: soups: churros: chestnuts: nuts: fresh fruit: fruit juices: desserts: potato chips and popcorn.,"(37.787242602596706, -122.40687973821338)",28852
1513379,Brazuca Grill,Truck,MARKET ST: 10TH ST \ FELL ST \ POLK ST to 11TH ST (1401 - 1455) -- SOUTH --,1411 MARKET ST,3507041,3507,41,21MFF-00030,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,"(37.7758255197583, -122.41724962664345)",28853
1513374,Brazuca Grill,Truck,INDIANA ST: 20TH ST to 22ND ST (800 - 999),998 INDIANA ST,4105011,4105,11,21MFF-00030,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,"(37.758037393488074, -122.3916718906821)",28856
1513345,Brazuca Grill,Truck,PENNSYLVANIA AVE: MARIPOSA ST to I-280 S OFF RAMP (200 - 256),208 PENNSYLVANIA AVE,4000053,4000,53,21MFF-00030,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,"(37.763462959906555, -122.39401294737715)",28856
1515111,BH & MT LLC,Truck,PRESIDIO AVE: POST ST to GEARY BLVD (900 - 999),949 PRESIDIO AVE,1072001,1072,1,21MFF-00040,APPROVED,Cold Truck: Breakfast: Sandwiches: Salads: Pre-Packaged Snacks: Beverages,"(37.783922070111466, -122.44672163317198)",54
1515116,BH & MT LLC,Truck,16TH ST: SPENCER ST to DOLORES ST (3220 - 3299),3253 16TH ST,3567039,3567,39,21MFF-00040,APPROVED,Cold Truck: Breakfast: Sandwiches: Salads: Pre-Packaged Snacks: Beverages,"(37.764459521442355, -122.42516137635808)",28859
1514029,F & C Catering,Truck,03RD ST: 24TH ST to 25TH ST (2800 - 2898) -- WEST --,2800 03RD ST,4246001,4246,1,21MFF-00035,APPROVED,Cold Truck: Hot/Cold Sandwiches: Water: Soda: Juice: Snacks: Milk: Candies: Canned Food: Soups: Cup of Noodles: Fruit: Salad,"(37.753717416902134, -122.38835902104361)",28856
1513372,Brazuca Grill,Truck,FOLSOM ST: ERIE ST to 14TH ST (1718 - 1799),1750 FOLSOM ST,3530006,3530,6,21MFF-00030,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,"(37.76890352056648, -122.41598117460148)",28853
1513368,Brazuca Grill,Truck,10TH ST: SHERIDAN ST to HARRISON ST (350 - 399),380 10TH ST,3520087,3520,87,21MFF-00030,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,"(37.77165385136786, -122.41180906852375)",28853
1513375,Brazuca Grill,Truck,INDIANA ST: 20TH ST to 22ND ST (800 - 999),951 INDIANA ST,4106024,4106,24,21MFF-00030,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,"(37.758786162305626, -122.39095839869275)",28856
1514028,F & C Catering,Truck,03RD ST: 24TH ST to 25TH ST (2800 - 2898) -- WEST --,2890 03RD ST,4246003,4246,3,21MFF-00035,APPROVED,Cold Truck: Hot/Cold Sandwiches: Water: Soda: Juice: Snacks: Milk: Candies: Canned Food: Soups: Cup of Noodles: Fruit: Salad,"(37.75310874987126, -122.38817020206616)",28856
1513364,Brazuca Grill,Truck,03RD ST: EGBERT AVE to FITZGERALD AVE (6000 - 6170) -- WEST --,6000 03RD ST,5431A001U,5431A,001U,21MFF-00030,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,"(37.723979903892854, -122.39590345491315)",58
1514031,F & C Catering,Truck,MINNESOTA ST: 23RD ST to 24TH ST (1200 - 1299),1275 MINNESOTA ST,4229004,4229,4,21MFF-00035,APPROVED,Cold Truck: Hot/Cold Sandwiches: Water: Soda: Juice: Snacks: Milk: Candies: Canned Food: Soups: Cup of Noodles: Fruit: Salad,"(37.754251708893726, -122.3893812288799)",28856
1513344,Brazuca Grill,Truck,OTIS ST: GOUGH ST \ MCCOPPIN ST to 13TH ST \ DUBOCE AVE \ HWY 101 NORTHBOUND RAMP \ MISSION ST (100 - 199),150 OTIS ST,3513008,3513,8,21MFF-00030,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,"(37.770683395042624, -122.42087956139908)",28853
1513352,Brazuca Grill,Truck,TENNESSEE ST: MARIPOSA ST to 18TH ST (600 - 699),640 TENNESSEE ST,3996012,3996,12,21MFF-00030,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,"(37.76354048392964, -122.39009664366294)",28856
1513351,Brazuca Grill,Truck,23RD ST: END to ILLINOIS ST (100 - 699),601 23RD ST,4232010,4232,10,21MFF-00030,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,"(37.755030726766726, -122.38453073422282)",28856
1513377,Brazuca Grill,Truck,MARIPOSA ST: TENNESSEE ST to 04TH ST \ MINNESOTA ST (600 - 699),601 MARIPOSA ST,3996013,3996,13,21MFF-00030,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,"(37.764052089924235, -122.39014439398791)",28856
1513367,Brazuca Grill,Truck,CARROLL AVE: INGALLS ST to JENNINGS ST (1400 - 1499),1420 CARROLL AVE,4879023,4879,23,21MFF-00030,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,"(37.7235768564887, -122.39005910139933)",58
1513359,Brazuca Grill,Truck,03RD ST: MARIPOSA ST to 18TH ST (2000 - 2098) -- WEST --,2030 03RD ST,3995105,3995,105,21MFF-00030,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,"(37.7636598013494, -122.38913385740454)",28856
1514030,F & C Catering,Truck,MINNESOTA ST: 20TH ST to 22ND ST (800 - 999),900 MINNESOTA ST,4106001A,4106,001A,21MFF-00035,APPROVED,Cold Truck: Hot/Cold Sandwiches: Water: Soda: Juice: Snacks: Milk: Candies: Canned Food: Soups: Cup of Noodles: Fruit: Salad,"(0.0, 0.0)",
1514026,F & C Catering,Truck,TENNESSEE ST: END to 26TH ST (1500 - 1599),1500 TENNESSEE ST,4294012,4294,12,21MFF-00035,APPROVED,Cold Truck: Hot/Cold Sandwiches: Water: Soda: Juice: Snacks: Milk: Candies: Canned Food: Soups: Cup of Noodles: Fruit: Salad,"(37.75224166848031, -122.38918854258944)",28856
1514025,F & C Catering,Truck,PENNSYLVANIA AVE: 22ND ST to 23RD ST (700 - 899),898 PENNSYLVANIA AVE,4167003,4167,3,21MFF-00035,APPROVED,Cold Truck: Hot/Cold Sandwiches: Water: Soda: Juice: Snacks: Milk: Candies: Canned Food: Soups: Cup of Noodles: Fruit: Salad,"(37.755534471603866, -122.39392527753924)",28856
1513363,Brazuca Grill,Truck,03RD ST: MARIN ST to ARTHUR AVE \ CARGO WAY (3201 - 3399) -- EAST --,3255 03RD ST,4377001,4377,1,21MFF-00030,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,"(37.748445338837655, -122.38687903197963)",58
1515113,BH & MT LLC,Truck,DOLORES ST: 14TH ST intersection,2001 MARKET ST,3535001,3535,1,21MFF-00040,APPROVED,Cold Truck: Breakfast: Sandwiches: Salads: Pre-Packaged Snacks: Beverages,"(37.768320249510616, -122.42711064395493)",28862
1513354,Brazuca Grill,Truck,TENNESSEE ST: 19TH ST to 20TH ST (800 - 899),815 TENNESSEE ST,4059001B,4059,001B,21MFF-00030,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,"(37.76150220396644, -122.38927699608101)",28856
1513349,Brazuca Grill,Truck,SHIPLEY ST: 04TH ST to 05TH ST (100 - 199),133 SHIPLEY ST,3752107,3752,107,21MFF-00030,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,"(37.78072409776966, -122.40123539265836)",28856
1514039,"San Francisco Carts & Concessions, Inc. DBA Stanley's Steamers Hot Dogs",Push Cart,GEARY ST: GRANT AVE to STOCKTON ST (100 - 199),100 GEARY ST,309003,309,3,21MFF-00039,APPROVED,Hot dogs: condiments: soft pretzels: soft drinks: coffee: cold beverages: pastries: bakery goods: cookies: ice cream: candy: soups: churros: chestnuts: nuts: fresh fruit: fruit juices: desserts: potato chips and popcorn.,"(37.7879142297241, -122.40527052309521)",28857
1515115,BH & MT LLC,Truck,GROVE ST: BRODERICK ST to BAKER ST (1400 - 1499),1477 GROVE ST,1200015,1200,15,21MFF-00040,APPROVED,Cold Truck: Breakfast: Sandwiches: Salads: Pre-Packaged Snacks: Beverages,"(37.77529014231951, -122.4407311621107)",29492
1513356,Brazuca Grill,Truck,26TH ST: MINNESOTA ST to INDIANA ST (1000 - 1099),1051 26TH ST,4317015,4317,15,21MFF-00030,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,"(37.75126940587811, -122.38989436694435)",28856
1513380,Brazuca Grill,Truck,MINNESOTA ST: END to 26TH ST (1400 - 1499),1400 MINNESOTA ST,4293018,4293,18,21MFF-00030,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,"(37.75207458620838, -122.39014490082212)",28856
1513373,Brazuca Grill,Truck,FRANCISCO ST: MASON ST to TAYLOR ST (500 - 599),500 FRANCISCO ST,42022,42,22,21MFF-00030,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,"(37.805049509058854, -122.41433443693992)",308
